amount,receiver_name,receiver_ref
4,Friedrich Krug,https://d-nb.info/gnd/116566515
4,"Crawfurd, John",https://d-nb.info/gnd/100094546
4,Gustav von Escherich,https://d-nb.info/gnd/116569352
4,Peter Wargentin,https://d-nb.info/gnd/117565849
4,Johann Christian Gädicke (Gädike),https://d-nb.info/gnd/116333006
4,"Meyer, Carl",https://d-nb.info/gnd/117562521
4,Ferdinand Delbrück,https://d-nb.info/gnd/100102840
4,Friedrich (Frederik) Christian Carl Heinrich Münter,https://d-nb.info/gnd/118735098
4,Nature,https://d-nb.info/gnd/4499779-6
4,Johann Benjamin Erhard,https://d-nb.info/gnd/119024241
4,"Ehrhart, Balthasar",https://d-nb.info/gnd/11640809X
4,Joseph Friedrich von Retzer,https://d-nb.info/gnd/116450223
4,"Waldeck, Charlotte [geb. Wyneken]",https://d-nb.info/gnd/1072588544
4,"Gauß, Johann Georg Heinrich",https://d-nb.info/gnd/1072539225
4,"Scheurl, Christoph",https://d-nb.info/gnd/118754815
4,Hoffmanische Buchhandlung,https://d-nb.info/gnd/7559929-6
4,"Campe, Julius",https://d-nb.info/gnd/116435755
4,Adolph von Schlagintweit,https://d-nb.info/gnd/118755234
4,"Camerarius, Philipp",https://d-nb.info/gnd/11643340X
4,Hans Rothfels,https://d-nb.info/gnd/118749943
4,"Champollion le jeune, Jean-François",https://d-nb.info/gnd/118746219
4,Friedrich Ritschl,https://d-nb.info/gnd/118745441
4,"Eichhorn, Georg",https://d-nb.info/gnd/1073430057
4,"Valant, Joseph-Honoré",https://d-nb.info/gnd/121210200
4,"Gombart, Johann Carl",https://d-nb.info/gnd/121083683
4,"Müller, Christian Adam",https://d-nb.info/gnd/121038459
4,Landgraf Ernst von Hessen-Rheinfels,https://d-nb.info/gnd/118963287
4,"Recke, Elisa von der",https://d-nb.info/gnd/118743627
4,"Quetelet, Adolphe",https://d-nb.info/gnd/118743171
4,Heinrich Wilhelm von Harnier,https://d-nb.info/gnd/116483512
4,"Braun, Otto",https://d-nb.info/gnd/116422211
4,Johann Kitzing,https://d-nb.info/gnd/131588540
4,"Zimmer, Christiane von",https://d-nb.info/gnd/118975803
4,Martin Geier,https://d-nb.info/gnd/116494603
4,"Buchholzer, Noah",https://d-nb.info/gnd/1089665822
4,"Eck, Johann Georg",https://d-nb.info/gnd/100117929
4,"Preysing, Carl",https://d-nb.info/gnd/1051108853
4,William W. Corcoran,https://d-nb.info/gnd/188430652
4,Hugo Knepler,https://d-nb.info/gnd/130210390
4,Caspar Hermann Sandhagen,https://d-nb.info/gnd/100271073
4,"Dusch, Alexander von",https://d-nb.info/gnd/116256931
4,Johannes Cochläus,https://d-nb.info/gnd/118521330
4,Franz Glöggl,https://d-nb.info/gnd/116666366
4,Gottfried von Jacquin,https://d-nb.info/gnd/130187801
4,Johann Fecht,https://d-nb.info/gnd/100280560
4,Friedrich Christian Diez,https://d-nb.info/gnd/118525654
4,Heinrich von Sachsen,https://d-nb.info/gnd/11854831X
4,Herzog Rudolf August von Braunschweig-Wolfenbüttel,https://d-nb.info/gnd/116678909
4,"Seydelmann, Carl",https://d-nb.info/gnd/117475599
4,"Rosenberg, Graf",https://d-nb.info/gnd/130126446
4,"Dumas, Alexandre",https://d-nb.info/gnd/118528068
4,Volrath Friedrich Karl Ludwig zu Solms-Rödelheim,https://d-nb.info/gnd/117462411
4,"Henkel, Michael",https://d-nb.info/gnd/11670974X
4,Sebastian Winter,https://d-nb.info/gnd/1102921181
4,Christoph Gottlieb von Murr,https://d-nb.info/gnd/11906362X
4,"Sebald, Amalie",https://d-nb.info/gnd/117458813
4,"Marx, Adolph Berhard",https://d-nb.info/gnd/119065290
4,"Kramer, Johann Georg Heinrich",https://d-nb.info/gnd/105111909X
4,"Wohl, Jeanette",https://d-nb.info/gnd/117456829
4,Jacob Henning,https://d-nb.info/gnd/116716428
4,Gf. Reinhart zu Solms (ksl. Kommissar),https://d-nb.info/gnd/119067218
4,"Grünbaum, Johann Christoph",https://d-nb.info/gnd/105337285
4,Johann Caspar Francke,https://d-nb.info/gnd/120411377
4,"Eisenmann, Georg Heinrich",https://d-nb.info/gnd/100120539
4,"Hennicke, Crafft Gottfried",https://d-nb.info/gnd/1097245454
4,"Breguet, Abraham Louis (?)",https://d-nb.info/gnd/119033399
4,"Wolf, Arnoldine",https://d-nb.info/gnd/120596954
4,"Erman, Georg Adolph",https://d-nb.info/gnd/100123848
4,"Kullak, Theodor",https://d-nb.info/gnd/116607157
4,Minister Wilhelm von Hartel,https://d-nb.info/gnd/119035030
4,Gottlob Johann Christian Kunth,https://d-nb.info/gnd/116611839
4,Vincent Novello,https://d-nb.info/gnd/119035111
4,Abraham Gottlob Werner,https://d-nb.info/gnd/118767089
4,Johann Sebastian Bach,https://d-nb.info/gnd/11850553X
4,"Gruner, Johann Ernst",https://d-nb.info/gnd/100146562
4,Jean Pierre Louis de La Roche du Maine Marquis de Luchet,https://d-nb.info/gnd/120528029
4,Joachim Stegmann der Jüngere,https://d-nb.info/gnd/132840626
4,Johann Michaelis,https://d-nb.info/gnd/121721639
4,August Kahlert,https://d-nb.info/gnd/10016806X
4,Ludwig Foglar,https://d-nb.info/gnd/116643447
4,Rudolf Zacharias Becker,https://d-nb.info/gnd/118508121
4,Christoph Girtanner,https://d-nb.info/gnd/116647868
4,"Le Dran, Henry François",https://d-nb.info/gnd/100187684
4,Hektor Gottfried Masius,https://d-nb.info/gnd/100206611
4,"Gmelin, Johann Georg",https://d-nb.info/gnd/11903705X
4,"Heim, Anton",https://d-nb.info/gnd/116655801
4,Johannes Alois Blumauer,https://d-nb.info/gnd/118511963
4,"Börne, Ludwig",https://d-nb.info/gnd/118512749
4,"Friedrich, Herzog von Sachsen-Hildburghausen",https://d-nb.info/gnd/104262974
4,Lazzaro Bonamico,https://d-nb.info/gnd/118853082
4,Friedrich,https://d-nb.info/gnd/136026257
4,Sigismund II. August von Polen,https://d-nb.info/gnd/118614193
4,Wilhelm von Grumbach,https://d-nb.info/gnd/119555603
4,James Mackintosh,https://d-nb.info/gnd/119553511
4,Abel Seyler (?),https://d-nb.info/gnd/118613642
4,Lulu Jordis,https://d-nb.info/gnd/104139056
4,"Philippi, Ferdinand",https://d-nb.info/gnd/104130792
4,"Michaelis, Dora",https://d-nb.info/gnd/117016314
4,"Eschenburg, Wilhelm Arnold",https://d-nb.info/gnd/10412153X
4,"Christoporski, Johannes",https://d-nb.info/gnd/1139918478
4,"Vollmoeller, Karl",https://d-nb.info/gnd/118805681
4,John Fane of Westmorland,https://d-nb.info/gnd/115445382
4,"Claus, Nikolaus",https://d-nb.info/gnd/1139919040
4,"Montgelas, Maximilian Graf von",https://d-nb.info/gnd/118838113
4,Tobias Wagner,https://d-nb.info/gnd/115393056
4,"Zumsteeg, Luise",https://d-nb.info/gnd/117022667
4,"Mansfeld, Albrecht von",https://d-nb.info/gnd/102478929
4,"Cracow, Valerius",https://d-nb.info/gnd/1139920545
4,Paul Klee,https://d-nb.info/gnd/118562827
4,Johann Heinrich Gottsched,https://d-nb.info/gnd/102532842
4,Luise Augusta Herzogin von Sachsen-Weimar und Eisenach,https://d-nb.info/gnd/115363688
4,"Weber, Johannes",https://d-nb.info/gnd/12381135X
4,"Poelchau, Georg",https://d-nb.info/gnd/11954265X
4,Johann Friedrich von Pommern,https://d-nb.info/gnd/102307229
4,"Limburger, Jacob Bernhard",https://d-nb.info/gnd/117007382
4,"Jacobi, Johann Friedrich",https://d-nb.info/gnd/117036757
4,"Steitz, Georg von",https://d-nb.info/gnd/11726461X
4,Johann Christoph Holtzhausen,https://d-nb.info/gnd/123353416
4,Jacob Thomasius,https://d-nb.info/gnd/119238098
4,Hermann Rabe,https://d-nb.info/gnd/1157861547
4,Christoph Wilhelm Hufeland,https://d-nb.info/gnd/118554514
4,Kurprinz Johann Georg von Sachsen,https://d-nb.info/gnd/119240122
4,Franz Karl Freiherr von Hompesch-Bollheim,https://d-nb.info/gnd/116977183
4,"Stolze, Heinrich Wilhelm",https://d-nb.info/gnd/117288195
4,Johann Ernst Philippi,https://d-nb.info/gnd/123414709
4,"Vadian, Joachim",https://d-nb.info/gnd/118625780
4,Johann Ernst Ferdinand Schulze (Schultze),https://d-nb.info/gnd/115754482
4,Johann Peter Uz,https://d-nb.info/gnd/118625756
4,"Meier, Friedrich",https://d-nb.info/gnd/139489681
4,"Helt, Georg",https://d-nb.info/gnd/128153113
4,Johann Jakob Horner,https://d-nb.info/gnd/116994150
4,Étienne Arago,https://d-nb.info/gnd/119252724
4,Adam Trott,https://d-nb.info/gnd/1020150173
4,"Kaiser, Christian Ernst Nikolaus",https://d-nb.info/gnd/123597544
4,"Stolberg-Königstein, Ludwig von",https://d-nb.info/gnd/117267899
4,"Salisch, Carl Heinrich von",https://d-nb.info/gnd/115630988
4,"Abt, Franz",https://d-nb.info/gnd/102199175
4,Arnold Sommerfeld,https://d-nb.info/gnd/11861553X
4,"Taubert, Wilhelm",https://d-nb.info/gnd/11723589X
4,"Reischach, Karl Graf von",https://d-nb.info/gnd/104091509
4,Alfred von Waldersee,https://d-nb.info/gnd/118628658
4,"Stibar, Daniel",https://d-nb.info/gnd/124887619
4,"Schwolle, Hieronymus",https://d-nb.info/gnd/1147622892
4,"Hamme, Heinrich",https://d-nb.info/gnd/1140613561
4,"Taube, Ludwig Graf von",https://d-nb.info/gnd/1031546774
4,Samuel Wilhelm Turner,https://d-nb.info/gnd/103164086X
4,Friedrich III. von Liegnitz,https://d-nb.info/gnd/136695973
4,"Zahn, Johannes",https://d-nb.info/gnd/119369826
4,Hermann Oncken,https://d-nb.info/gnd/118589997
4,Otto Nicolai,https://d-nb.info/gnd/118587684
4,Albrecht Georg Walch,https://d-nb.info/gnd/117116092
4,"Kreitzen, Melchior von",https://d-nb.info/gnd/137196520
4,Hiob Ludolf,https://d-nb.info/gnd/118817167
4,"Riedesel, Johann",https://d-nb.info/gnd/1144544912
4,Giuseppe Acerbi,https://d-nb.info/gnd/119372843
4,Wilhelm Schüßler,https://d-nb.info/gnd/117133418
4,"Pachta, Johann Graf",https://d-nb.info/gnd/1038489601
4,"Praetorius, Gregor",https://d-nb.info/gnd/1143739485
4,"Schütz, Charlotte (Pseud. Lydie)",https://d-nb.info/gnd/117140678
4,"Mell, Max",https://d-nb.info/gnd/118580566
4,"Liebich, Johanna",https://d-nb.info/gnd/1036892174
4,Ks. Maximilian,https://d-nb.info/gnd/118579371
4,"Osterhausen, Johann Karl",https://d-nb.info/gnd/117157805
4,"Kinsky, Philipp",https://d-nb.info/gnd/137740581
4,"Kopitar, Bartholomäus",https://d-nb.info/gnd/11856529X
4,"Attern, Wilhelm",https://d-nb.info/gnd/102540047X
4,"Thomson, George",https://d-nb.info/gnd/104075813
4,"Köppe, Karl",https://d-nb.info/gnd/1072588641
4,"Forster, Charles (auch Karol)",https://d-nb.info/gnd/11952659X
4,"Miller, Julius",https://d-nb.info/gnd/117043451
4,Aubin Louis Millin de Grandmaison,https://d-nb.info/gnd/117044237
4,"Weber, Antonie",https://d-nb.info/gnd/1255133619
4,Johann Michael Sailer,https://d-nb.info/gnd/118604872
4,Stanislas Julien,https://d-nb.info/gnd/117230316
4,"Morlacchi, Francesco",https://d-nb.info/gnd/11931715X
4,"Faber, Martin",https://d-nb.info/gnd/1140133454
4,"Rodenberg, Julius",https://d-nb.info/gnd/118601709
4,"Klingemann, August",https://d-nb.info/gnd/118563300
4,"Löser, Hans",https://d-nb.info/gnd/137852908
4,"Halpitius, Martin Gottlob",https://d-nb.info/gnd/1027874002
4,"Schlaginhauffen, Johannes",https://d-nb.info/gnd/104083549
4,"Jähns, Max",https://d-nb.info/gnd/117058750
4,Fürstin Juliane von Schaumburg-Lippe,https://d-nb.info/gnd/13783831X
4,"Schroeck, Lucas",https://d-nb.info/gnd/117061174
4,"Listing, Johann Benedikt",https://d-nb.info/gnd/117063193
4,Friedrich Arnold Brockhaus,https://d-nb.info/gnd/119501201
4,Rolf Nürnberg,https://d-nb.info/gnd/117070297
4,"Müller, Caspar",https://d-nb.info/gnd/137829558
4,Adele Bloesch,https://d-nb.info/gnd/1019430494
4,Anna Sophia von Voss,https://d-nb.info/gnd/123679737
4,"Garcaeus, Johannes d. Ä.",https://d-nb.info/gnd/119681595
4,"Scholz, Bernhard",https://d-nb.info/gnd/116902930
4,Benjamin Levy,https://d-nb.info/gnd/117315907
4,"Schlösser, Louis",https://d-nb.info/gnd/117329657
4,"Schüssler, Adam",https://d-nb.info/gnd/101230437X
4,Papst [Leo X.],https://d-nb.info/gnd/118640437
4,"Perthes, Johann Moritz",https://d-nb.info/gnd/1125665076
4,Otto von Guericke der Jüngere,https://d-nb.info/gnd/136151167
4,"Hofmann, Caspar",https://d-nb.info/gnd/119712563
4,"Nagel, Johann Andreas Michael",https://d-nb.info/gnd/104224142
4,"Joerdens, Peter Gottfried",https://d-nb.info/gnd/104224312
4,Georg Conrad Dilfeld,https://d-nb.info/gnd/128744944
4,"Oersted, Hans Christian",https://d-nb.info/gnd/118786784
4,"Mansfeld, Gebhard von",https://d-nb.info/gnd/104187247
4,David Nerreter,https://d-nb.info/gnd/116939877
4,"Ebner, Hieronymus",https://d-nb.info/gnd/119208849
4,Christian Ludwig Graf von Waldeck-Pyrmont,https://d-nb.info/gnd/104194723
4,"Mayer, August",https://d-nb.info/gnd/14085584X
4,"Leovitius, Cyprianus",https://d-nb.info/gnd/116942932
4,"Weitbrecht, Josias",https://d-nb.info/gnd/117306576
4,Kannegießer,https://d-nb.info/gnd/116044640
4,Gustav Aubin,https://d-nb.info/gnd/140875824
4,"Wöhler, Friedrich",https://d-nb.info/gnd/118634488
4,Johann Heinrich Lerche,https://d-nb.info/gnd/11694675X
4,"Grynaeus, Thomas",https://d-nb.info/gnd/136150314
4,"Baier, Ferdinand Jakob",https://d-nb.info/gnd/116040084
4,Abraham von Einsiedel,https://d-nb.info/gnd/119661578
4,Johann Georg Schlosser,https://d-nb.info/gnd/118795163
4,"Kapp, Christian",https://d-nb.info/gnd/116053437
4,William Wales,https://d-nb.info/gnd/136139132
4,Jost von Hain,https://d-nb.info/gnd/141520655
4,"Scheler, Paul Philipp",https://d-nb.info/gnd/1013517431
4,"Pistorius, Johannes",https://d-nb.info/gnd/119199335
4,"Germain, Sophie",https://d-nb.info/gnd/119223015
4,"Kleinwächter, Ignaz",https://d-nb.info/gnd/136062814
4,"Schott, Josef",https://d-nb.info/gnd/116923571
3,"Andrian, Leopold, Freiherr von",https://d-nb.info/gnd/118503006
3,Achille-Léon-Victor de Broglie,https://d-nb.info/gnd/116562463
3,"Ernst, Morris L.",https://d-nb.info/gnd/116557559
3,Bernhard Jülg,https://d-nb.info/gnd/117220973
3,Justus Jacob Leibniz?,https://d-nb.info/gnd/116877537
3,"Will, Georg Andreas",https://d-nb.info/gnd/117580724
3,Ludwig Josef Mertens-Schaaffhausen,https://d-nb.info/gnd/116907304
3,"Bartholin, Thomas",https://d-nb.info/gnd/118652850
3,"Friederike Franziska Wilhelmine , Herzogin von Württemberg",https://d-nb.info/gnd/117375861
3,"Carl, Landgraf von Hessen-Kassel",https://d-nb.info/gnd/119356392
3,Paul von Groth,https://d-nb.info/gnd/118719009
3,"Celsius, Anders",https://d-nb.info/gnd/118653326
3,"Kotzebue, August von",https://d-nb.info/gnd/118565796
3,Johann Meisner,https://d-nb.info/gnd/11686396X
3,"Brodmann, Joseph",https://d-nb.info/gnd/116554975
3,"Stumpff, Johann Andreas",https://d-nb.info/gnd/117363391
3,Johannes Metzler der Jüngere,https://d-nb.info/gnd/120719800
3,"Zanotti, Francesco Maria",https://d-nb.info/gnd/117592307
3,Fürstbischof Peter Friedrich Ludwig,https://d-nb.info/gnd/118593005
3,"Havemann, Wilhelm",https://d-nb.info/gnd/116550279
3,Charlotte von Hagn,https://d-nb.info/gnd/118544772
3,David Clodius,https://d-nb.info/gnd/116546522
3,"Kiesewetter, Raphael Georg",https://d-nb.info/gnd/118722239
3,"Martini, Andreas",https://d-nb.info/gnd/119754479
3,"Alber, Matthäus",https://d-nb.info/gnd/119511975
3,Hendrik Jonas Jansen,https://d-nb.info/gnd/120611929
3,"Uthe, Johann Andreas",https://d-nb.info/gnd/11732342X
3,"Berge, Joachim von",https://d-nb.info/gnd/118193988
3,Johann Leopold Bella,https://d-nb.info/gnd/118655132
3,Papst Hadrian VI.,https://d-nb.info/gnd/118544365
3,"Meyer, Joachim",https://d-nb.info/gnd/117562009
3,Wenzel Anton Dominik von Kaunitz-Rietberg,https://d-nb.info/gnd/118721313
3,Johann Daniel Sander,https://d-nb.info/gnd/11892737X
3,"Roentgen, Ludwig",https://d-nb.info/gnd/11658372X
3,Fritz Rörig,https://d-nb.info/gnd/116593113
3,Alfred Julius Becher,https://d-nb.info/gnd/118654268
3,Daniel Mauch,https://d-nb.info/gnd/119756102
3,"Rhegius, Urbanus",https://d-nb.info/gnd/118600796
3,"Zeidler, Carl Sebastian",https://d-nb.info/gnd/120631121
3,Enole Mendelssohn,https://d-nb.info/gnd/1185705783
3,Ludwig Ullmann,https://d-nb.info/gnd/119505606
3,Johann Jacob Zimmermann,https://d-nb.info/gnd/118127055
3,"Haas, Willy",https://d-nb.info/gnd/118544101
3,"Altenberg, Peter",https://d-nb.info/gnd/118502255
3,Sigismund Radecki,https://d-nb.info/gnd/118597620
3,Marie von Bülow,https://d-nb.info/gnd/117067083
3,"Müller, August Eberhard",https://d-nb.info/gnd/117573507
3,Christoph Heinrich Müller (Myller),https://d-nb.info/gnd/117575410
3,"Seiffart, Karl Wilhelm Ferdinand",https://d-nb.info/gnd/1177843978
3,"Fürstenau, A.B.()",https://d-nb.info/gnd/118836927
3,Samuel Baldovius,https://d-nb.info/gnd/117765430
3,Friedr. Eugen v. Württemberg,https://d-nb.info/gnd/117753416
3,Michael Friedländer,https://d-nb.info/gnd/116797851
3,"Rudinger, Esrom",https://d-nb.info/gnd/117598690
3,"Burnouf, Jean-Louis",https://d-nb.info/gnd/117175315
3,Karl von Linné jr.,https://d-nb.info/gnd/118573330
3,Otto von Lilienthal,https://d-nb.info/gnd/118572970
3,"Reuchlin, Johannes",https://d-nb.info/gnd/118744658
3,"Pixis, Johann Peter",https://d-nb.info/gnd/11917099X
3,Karl Friedrich Reinhard,https://d-nb.info/gnd/118744224
3,"Say, Jean-Baptiste",https://d-nb.info/gnd/118820281
3,"Mengen, Eduard",https://d-nb.info/gnd/116881739
3,Michael Walther,https://d-nb.info/gnd/117132217
3,"Jourdain, Charles",https://d-nb.info/gnd/117658847
3,"Liebig, Justus von",https://d-nb.info/gnd/118572741
3,Johann Georg Treuttel,https://d-nb.info/gnd/117699667
3,"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy",https://d-nb.info/gnd/118817310
3,Ludmilla Assing,https://d-nb.info/gnd/119376377
3,Albrecht von Montgelas,https://d-nb.info/gnd/117133981
3,"Pennant, Thomas",https://d-nb.info/gnd/117693480
3,"Credé, Wilhelm Ludwig",https://d-nb.info/gnd/117664456
3,"Romberg, Bernhard",https://d-nb.info/gnd/118749595
3,"Ludwig, Kronprinz von Bayern",https://d-nb.info/gnd/118574884
3,"Maximilian IV. Joseph,",https://d-nb.info/gnd/118579428
3,"Ferrari, Ottavio",https://d-nb.info/gnd/116466804
3,Thomas Adam Wieland,https://d-nb.info/gnd/121093107
3,"Burman, Johannes",https://d-nb.info/gnd/11717453X
3,"Otto, Adolph Wilhelm",https://d-nb.info/gnd/117171387
3,Johann Mattheson,https://d-nb.info/gnd/118578995
3,"Wichmann, Hermann",https://d-nb.info/gnd/117336289
3,"Mann, Heinrich",https://d-nb.info/gnd/118577131
3,Johann Benedikt Carpzov,https://d-nb.info/gnd/116458593
3,Johann von Staupitz,https://d-nb.info/gnd/118752898
3,"Auger, Louis Simon",https://d-nb.info/gnd/117669180
3,"Ellmenreich, Friederike",https://d-nb.info/gnd/116452145
3,"Stieglitz, Heinrich Wilhelm August",https://d-nb.info/gnd/119396289
3,"Metternich, Klemens Wenzel Lothar Fürst von",https://d-nb.info/gnd/118581465
3,Johann Georg Gichtel,https://d-nb.info/gnd/117732230
3,"Müller, Methusalem",https://d-nb.info/gnd/117602418
3,"Schultz, Gottfried",https://d-nb.info/gnd/117192325
3,"Schubaert, Henriette Luise Eleonore von",https://d-nb.info/gnd/117107174
3,Graves Haughton,https://d-nb.info/gnd/116527013
3,"Mädler, Johann Heinrich",https://d-nb.info/gnd/118761439
3,Hz. Adolf von Holstein,https://d-nb.info/gnd/118812319
3,"Lotichius, Petrus",https://d-nb.info/gnd/118729209
3,Josef Othmar Rauscher,https://d-nb.info/gnd/118787977
3,"Wehner, Arnold",https://d-nb.info/gnd/117231657
3,"Dirksen, Enno Heeren",https://d-nb.info/gnd/117645524
3,"Bader, Karl Adam",https://d-nb.info/gnd/119000121
3,Johann Georg Müchler,https://d-nb.info/gnd/117604550
3,"Jacobi, Carl Wigand Maximilian",https://d-nb.info/gnd/117603511
3,"Paganini, Niccolò",https://d-nb.info/gnd/118591177
3,Georg Heinrich Pertz,https://d-nb.info/gnd/118592858
3,Daniel Hartnack,https://d-nb.info/gnd/120752808
3,"Siegel, Carl Friedrich Wilhelm",https://d-nb.info/gnd/117360503
3,Jacob Born,https://d-nb.info/gnd/117621250
3,"Mendelssohn Bartholdy, Abraham",https://d-nb.info/gnd/116881011
3,Karl Kreil,https://d-nb.info/gnd/116515228
3,Albertine Mendelssohn-Bartholdy,https://d-nb.info/gnd/116881038
3,Novalis,https://d-nb.info/gnd/118588893
3,"Schubert, Friedrich Theodor von",https://d-nb.info/gnd/117108278
3,Peter Musaeus,https://d-nb.info/gnd/117187968
3,"Grynaeus, Simon",https://d-nb.info/gnd/11690240X
3,Gotthold Ephraim Lessing,https://d-nb.info/gnd/118572121
3,Konrad Mutian,https://d-nb.info/gnd/118735411
3,"Muhr, Adelbert",https://d-nb.info/gnd/117180122
3,"Monau, Jacob",https://d-nb.info/gnd/117125660
3,"Gerbel, Nikolaus",https://d-nb.info/gnd/118985949
3,"Frauenholz, Johann Friedrich",https://d-nb.info/gnd/118956817
3,Franz Xaver Wolfgang Mozart,https://d-nb.info/gnd/119176653
3,"Chassepot, Anna Dorothea Elisabeth Gräfin de",https://d-nb.info/gnd/116492503
3,"Wiegler, Paul",https://d-nb.info/gnd/117361275
3,"Focke, Christian",https://d-nb.info/gnd/116633565
3,"Schleupner, Dominicus",https://d-nb.info/gnd/120551780
3,"Petreius, Johannes d. J.",https://d-nb.info/gnd/119784874
3,Johann Philipp Kirnberger,https://d-nb.info/gnd/118777238
3,"Greser, Daniel",https://d-nb.info/gnd/11683237
3,"Hammerer, Johannes Andreas",https://d-nb.info/gnd/120150107
3,"Wolf, Johann Christian",https://d-nb.info/gnd/117444766
3,"Hoffmann, Ernst Theodor Amadeus",https://d-nb.info/gnd/118552465
3,Tobias Winckler,https://d-nb.info/gnd/117399965
3,Václav Vladivoi Tomek,https://d-nb.info/gnd/117404845
